0 	0 	0 	0
0.010101 	-5.08507e-09 	-1.68904e-07 	0.0193366
0.020202 	-1.0725e-08 	-3.37978e-07 	0.0386733
0.030303 	-1.63649e-08 	-5.07053e-07 	0.0580099
0.040404 	-2.20047e-08 	-6.76127e-07 	0.0773466
0.0505051 	-2.37817e-08 	-5.11334e-07 	0.0856934
0.0606061 	-2.33724e-08 	-1.57598e-07 	0.0878209
0.0707071 	-2.29632e-08 	1.96139e-07 	0.0899483
0.0808081 	-2.25539e-08 	5.49875e-07 	0.0920758
0.0909091 	-2.21447e-08 	9.03611e-07 	0.0942033
0.10101 	-2.25034e-08 	1.67654e-06 	0.0957435
0.111111 	-2.21804e-08 	2.60112e-06 	0.0970712
0.121212 	-2.18574e-08 	3.5257e-06 	0.098399
0.131313 	-2.15345e-08 	4.45028e-06 	0.0997267
0.141414 	-2.12115e-08 	5.37486e-06 	0.101054
0.151515 	-2.15543e-08 	6.89071e-06 	0.102116
0.161616 	-2.20277e-08 	8.52257e-06 	0.103126
0.171717 	-2.25012e-08 	1.01544e-05 	0.104136
0.181818 	-2.29747e-08 	1.17863e-05 	0.105146
0.191919 	-2.34481e-08 	1.34181e-05 	0.106156
0.20202 	-2.30816e-08 	1.49926e-05 	0.106859
0.212121 	-2.21043e-08 	1.65605e-05 	0.107523
0.222222 	-2.11269e-08 	1.81284e-05 	0.108187
0.232323 	-2.01496e-08 	1.96962e-05 	0.108851
0.242424 	-1.91723e-08 	2.12641e-05 	0.109515
0.252525 	-1.8195e-08 	2.2832e-05 	0.110179
0.262626 	-1.72176e-08 	2.43998e-05 	0.110843
0.272727 	-1.62403e-08 	2.59677e-05 	0.111507
0.282828 	-1.5263e-08 	2.75356e-05 	0.112171
0.292929 	-1.42857e-08 	2.91035e-05 	0.112835
0.30303 	-1.47727e-08 	2.88191e-05 	0.11317
0.313131 	-1.35472e-08 	2.81955e-05 	0.113446
0.323232 	-1.23218e-08 	2.75719e-05 	0.113721
0.333333 	-1.10963e-08 	2.69483e-05 	0.113996
0.343434 	-9.87083e-09 	2.63248e-05 	0.114272
0.353535 	-8.64535e-09 	2.57012e-05 	0.114547
0.363636 	-7.41988e-09 	2.50776e-05 	0.114822
0.373737 	-6.19441e-09 	2.4454e-05 	0.115097
0.383838 	-4.96893e-09 	2.38305e-05 	0.115373
0.393939 	-3.74346e-09 	2.32069e-05 	0.115648
0.40404 	-2.86079e-09 	2.1432e-05 	0.115776
0.414141 	-2.12086e-09 	1.91777e-05 	0.115844
0.424242 	-1.38093e-09 	1.69234e-05 	0.115911
0.434343 	-6.41004e-10 	1.46691e-05 	0.115978
0.444444 	9.89229e-11 	1.24148e-05 	0.116046
0.454545 	8.3885e-10 	1.01605e-05 	0.116113
0.464646 	1.57878e-09 	7.90621e-06 	0.11618
0.474747 	2.3187e-09 	5.65191e-06 	0.116248
0.484848 	3.05863e-09 	3.39761e-06 	0.116315
0.494949 	3.79856e-09 	1.14331e-06 	0.116383
0.505051 	4.28988e-09 	-1.1107e-06 	0.116383
0.515152 	4.5292e-09 	-3.36522e-06 	0.116316
0.525253 	4.76851e-09 	-5.61975e-06 	0.116248
0.535354 	5.00783e-09 	-7.87428e-06 	0.116181
0.545455 	5.24714e-09 	-1.01288e-05 	0.116113
0.555556 	5.48646e-09 	-1.23833e-05 	0.116046
0.565657 	5.72577e-09 	-1.46379e-05 	0.115979
0.575758 	5.96509e-09 	-1.68924e-05 	0.115911
0.585859 	6.2044e-09 	-1.91469e-05 	0.115844
0.59596 	6.44372e-09 	-2.14014e-05 	0.115777
0.606061 	6.70279e-09 	-2.31787e-05 	0.115648
0.616162 	7.0096e-09 	-2.38028e-05 	0.115373
0.626263 	7.31641e-09 	-2.44268e-05 	0.115098
0.636364 	7.62321e-09 	-2.50509e-05 	0.114822
0.646465 	7.93002e-09 	-2.56749e-05 	0.114547
0.656566 	8.23683e-09 	-2.62989e-05 	0.114272
0.666667 	8.54364e-09 	-2.6923e-05 	0.113996
0.676768 	8.85045e-09 	-2.7547e-05 	0.113721
0.686869 	9.15725e-09 	-2.81711e-05 	0.113446
0.69697 	9.46406e-09 	-2.87951e-05 	0.11317
0.707071 	1.19513e-08 	-2.90825e-05 	0.112835
0.717172 	1.21284e-08 	-2.75194e-05 	0.112171
0.727273 	1.23055e-08 	-2.59562e-05 	0.111507
0.737374 	1.24826e-08 	-2.4393e-05 	0.110843
0.747475 	1.26597e-08 	-2.28298e-05 	0.110179
0.757576 	1.28368e-08 	-2.12667e-05 	0.109515
0.767677 	1.30139e-08 	-1.97035e-05 	0.108851
0.777778 	1.3191e-08 	-1.81403e-05 	0.108187
0.787879 	1.33681e-08 	-1.65772e-05 	0.107522
0.79798 	1.35452e-08 	-1.5014e-05 	0.106858
0.808081 	1.41878e-08 	-1.3444e-05 	0.106155
0.818182 	1.43461e-08 	-1.18152e-05 	0.105145
0.828283 	1.45043e-08 	-1.01863e-05 	0.104136
0.838384 	1.46626e-08 	-8.55744e-06 	0.103126
0.848485 	1.48208e-08 	-6.92858e-06 	0.102116
0.858586 	1.47442e-08 	-5.4151e-06 	0.101054
0.868687 	1.34727e-08 	-4.48852e-06 	0.0997259
0.878788 	1.22013e-08 	-3.56193e-06 	0.0983982
0.888889 	1.09298e-08 	-2.63534e-06 	0.0970705
0.89899 	9.65841e-09 	-1.70876e-06 	0.0957428
0.909091 	8.75241e-09 	-9.33748e-07 	0.0942023
0.919192 	6.20089e-09 	-5.76918e-07 	0.0920748
0.929293 	3.64938e-09 	-2.20089e-07 	0.0899474
0.939394 	1.09786e-09 	1.3674e-07 	0.08782
0.949495 	-1.45365e-09 	4.9357e-07 	0.0856925
0.959596 	-2.78017e-09 	6.61403e-07 	0.0773372
0.969697 	-1.94671e-09 	4.95988e-07 	0.0580005
0.979798 	-1.11325e-09 	3.30573e-07 	0.0386638
0.989899 	-2.7979e-10 	1.65158e-07 	0.0193271
0.999994 	0 	0 	0
